text,location,lat,lon,geonameID
"originates on Bridge Street between the Dublin Veterinary Clinic, 32 W. Bridge St., and the BriHi site, and ends on High Street, south of the Dublin Branch of the Columbus Metropolitan Library, 75 N. High St.Proceeding north on Darby from Bridge Street, Darby Street makes a 90-degree turn to the",Dublin,40.0992,-83.1141,5152333
"between the Dublin Veterinary Clinic, 32 W. Bridge St., and the BriHi site, and ends on High Street, south of the Dublin Branch of the Columbus Metropolitan Library, 75 N. High St.Proceeding north on Darby from Bridge Street, Darby Street makes a 90-degree turn to the east in front of",Columbus,39.9612,-82.9988,4509177
"the section running east-west in front of the library from Darby to North Street will also help meet one of the goals of the Historic Dublin wayfaring project -- to make visitors comfortable and confident while visiting the district, according to information from the city. Both the city and engineering",Dublin,40.0992,-83.1141,5152333
"Dublin Arts Council awards community arts grants. Nina Webb-Lawton, Dublin Arts Council board member and member of the DAC Community Arts Grants Committee, announced Monday,",Dublin,40.0992,-83.1141,5152333
"Dublin Arts Council awards community arts grants. Nina Webb-Lawton, Dublin Arts Council board member and member of the DAC Community Arts Grants Committee, announced Monday, March 23 that the DAC is awarding 2009 community",Dublin,40.0992,-83.1141,5152333
"community arts grants totaling $13,440 to three local groups, DAC Marketing and Public Relations Manager Janet Cooper said. A $1,100 grant is being given to Dublin Area Art League for assistance with Best of Show prizes for the organization's spring and fall art shows, as well as funding for operational",Dublin,40.0992,-83.1141,5152333
"League for assistance with Best of Show prizes for the organization's spring and fall art shows, as well as funding for operational support of the Dublin Art Stroll and Paint Out and the annual Distinctly Dublin calendar contest. The league is a group of artists, from beginner to professional, who",Dublin,40.0992,-83.1141,5152333
"organization's spring and fall art shows, as well as funding for operational support of the Dublin Art Stroll and Paint Out and the annual Distinctly Dublin calendar contest. The league is a group of artists, from beginner to professional, who gather to meet with other artists and to develop their",Dublin,40.0992,-83.1141,5152333
"of artists, from beginner to professional, who gather to meet with other artists and to develop their talents. For more information about DAAL, visit The Dublin Singers received a community arts grant of $2,340 for support with advertising expenses relating to the group's annual spring and winter performances and a",Dublin,40.0992,-83.1141,5152333
"arts grant of $2,340 for support with advertising expenses relating to the group's annual spring and winter performances and a late summer membership drive. The Dublin Singers is Dublin's community chorus, providing an opportunity for singers beyond high school age to come together to perform a wide variety of choral",Dublin,40.0992,-83.1141,5152333
"$2,340 for support with advertising expenses relating to the group's annual spring and winter performances and a late summer membership drive. The Dublin Singers is Dublin s community chorus, providing an opportunity for singers beyond high school age to come together to perform a wide variety of choral music for",Dublin,40.0992,-83.1141,5152333
"in the Abbey Theater at the Dublin Community Recreation Center, 5600 Post Road, according to information from the group's Web site. More information about The Dublin Singers can be found at . Emerald City Players has received a grant of $10,000 for the purchase of new lighting equipment. Emerald City",Dublin,40.0992,-83.1141,5152333
"a grant of $10,000 for the purchase of new lighting equipment. Emerald City Players is a progressive community theater troupe, with the mission ""To enrich Dublin by providing quality live theatrical and musical experiences that entertain, educate and offer artistic opportunities. ""The troupe will perform Cliffhanger, written by James Yaffe",Dublin,40.0992,-83.1141,5152333
"by Linda Sopp, at 8 p.m. April 24 and 25, May 1 and 2 and May 7, 8 and 9 at the theater in the Dublin Village Shopping Center at 6799 Dublin Center Drive. A 2 p.m. performance will take place May 3, according to information from the troupe. For",Dublin,40.0992,-83.1141,5152333
"April 24 and 25, May 1 and 2 and May 7, 8 and 9 at the theater in the Dublin Village Shopping Center at 6799 Dublin Center Drive. A 2 p.m. performance will take place May 3, according to information from the troupe. For more information about Emerald City Players,",Dublin,40.0992,-83.1141,5152333
"$220,000 to community arts grant recipients, Webb-Lawton said.Organizations must be exempt under section 501(c)(3) of the Internal Revenue Code and registered with the State of Ohio as a non-profit organization to apply for a DAC Community Arts Grant, Cooper said.Organizations must also be based in Dublin, and contribute to DAC's",Ohio,40.2503,-83.0002,5165418
"registered with the State of Ohio as a non-profit organization to apply for a DAC Community Arts Grant, Cooper said.Organizations must also be based in Dublin and contribute to DAC's mission of engaging the community, cultivating creativity and fostering life-long learning through the arts. The deadline to apply for 2010",Dublin,40.0992,-83.1141,5152333
"Dublin Arts Council awards community arts grants. Nina Webb-Lawton, Dublin Arts Council board member and member of the DAC Community Arts Grants Committee, announced Monday,",Dublin,40.0992,-83.1141,5152333
"Corps will reopen Bolding Mill campground. The park, located on the Chestatee River arm of Lake Lanier in North Hall, will open for the season on April 22 and close on Sept. 13. Bolding Mill features 53",Chestatee River,34.287,-83.9246,4187635
"Sewer line repaired after spill into Flat Creek tributary. A wastewater overflow within the Gainesville sewer system caused about 5,400 gallons to flow into a tributary of Flat Creek this afternoon. According to the Gainesville Public Utilities department, the",Gainesville,34.2979,-83.8241,4196586
"A wastewater overflow within the Gainesville sewer system caused about 5,400 gallons to flow into a tributary of Flat Creek this afternoon. According to the Gainesville Public Utilities department, the spill was noticed at about 1:45 p.m. by an attendant at the Orchard Brook apartments in the 2900 block of",Gainesville,34.2979,-83.8241,4196586
"found debris blocking a sewer line and repaired the problem in about an hour. After cleaning up the area, they posted warning signs and contacted Hall County Environmental Health and the Georgia Environmental Protection Division. The spill is not considered major, but the EPD has a zero-tolerance policy for wastewater overflows",Hall County,34.3168,-83.7832,4198821
"and repaired the problem in about an hour. After cleaning up the area, they posted warning signs and contacted Hall County Environmental Health and the Georgia Environmental Protection Division. The spill is not considered major, but the EPD has a zero-tolerance policy for wastewater overflows that affect Lake Lanier's watershed.",Georgia,32.7504,-83.5002,4197000
"is not considered major, but the EPD has a zero-tolerance policy for wastewater overflows that affect Lake Lanier's watershed. For more information, contact Horace Gee, Gainesville Environmental Services administrator, at",Gainesville,34.2979,-83.8241,4196586
"the victims have not yet been released, but one woman suffered multiple broken bones and internal injuries in the accident, according to a release from Gainesville Police. Police say the women were crossing Browns Bridge Road near its intersection with Dixie Drive when they were struck by an eastbound car.",Gainesville,34.2979,-83.8241,4196586
women were crossing Browns Bridge Road near its intersection with Dixie Drive when they were struck by an eastbound car. Both were taken to Northeast Georgia Medical Center for,Georgia,32.7504,-83.5002,4197000
"Former Hall County official named to Forsyth County post. The board voted 5-0 tonight to remove the ""interim"" tag from County Manager Doug Derrer's title. The decision",Hall County,34.3168,-83.7832,4198821
"Former Hall County official named to Forsyth County post. The board voted 5-0 tonight to remove the ""interim"" tag from County Manager Doug Derrer's title. The decision was not unexpected. Two weeks",Forsyth County,34.2168,-84.1166,4195777
"Derrer's contract as county manager is that the county will pay 100 percent of his health insurance. His government experience runs deep. A veteran of Hall County government, he retired in December 2007 after more than 25 years of service. He opted to take early retirement from Hall, but felt he",Hall County,34.3168,-83.7832,4198821
"Former Hall County official named to Forsyth County post. The board voted 5-0 tonight to remove the ""interim"" tag from County Manager Doug Derrer's title. The",Hall,34.3168,-83.7832,4198821
"Former Hall County official named to Forsyth County post. The board voted 5-0 tonight to remove the ""interim"" tag from County Manager Doug Derrer's title. The decision was not unexpected. Two",Forsyth,34.2168,-84.1166,4195777
Child drowns in pool at Buford home. Gwinnett County Police still are investigating the events this afternoon that led to a 2-year-old drowning in a pool at a Buford home.,Buford,34.1207,-84.0043,4185110
"Child drowns in pool at Buford home. Gwinnett County Police still are investigating the events this afternoon that led to a 2-year-old drowning in a pool at a Buford home. Abiola Bankolemoh, 2,",Gwinnett County,33.9501,-84.0499,4198645
"pool at Buford home. Gwinnett County Police still are investigating the events this afternoon that led to a 2-year-old drowning in a pool at a Buford home. Abiola Bankolemoh, 2, was pronounced dead at Gwinnett Medical Center. Tanga Sheri Moon, 34, a daily caregiver for several children at her home",Buford,34.1207,-84.0043,4185110
"Child drowns in pool at Buford home. Gwinnett County Police still are investigating the events this afternoon that led to a 2-year-old drowning in a pool at a Buford home. Abiola Bankolemoh,",Gwinnett,33.9501,-84.0499,4198645
"another child that the 2-year-old had left the home and fallen into the pool. Moon pulled the child out of the pool and began CPR. Gwinnett County authorities arrived at around 2:50 p.m. to find the child unresponsive. CPR was continued while Bankolemoh was taken to the hospital and after arrival,",Gwinnett County,33.9501,-84.0499,4198645
Gulf-war vet to bike from Norman to D.C.. He’s a long way from home. His arms are aching and a warm shower would feel good. But Kevin George Baker can’t,Norman,35.2226,-97.4395,4543762
Gulf-war vet to bike from Norman to D.C. He’s a long way from home. His arms are aching and a warm shower would feel good. But Kevin George Baker can’t complain. His,D.C.,38.9171,-77.0003,4138106
"and a warm shower would feel good. But Kevin George Baker can’t complain. His mission is at stake. Sipping a Sprite during a stop at Gainesville s VFW Post No. 1922,, Baker, almost 40, talked about his plan to ride a bicycle from his hometown of Norman, Okla. to Washington",Gainesville,33.6259,-97.1333,4692746
"Sprite during a stop at Gainesville’s VFW Post No. 1922,, Baker, almost 40, talked about his plan to ride a bicycle from his hometown of Norman Okla. to Washington D.C.Peddling a custom built hand crank bicycle, the disabled Gulf War veteran knew he would be among friends when he saw",Norman,35.2226,-97.4395,4543762
"during a stop at Gainesville’s VFW Post No. 1922,, Baker, almost 40, talked about his plan to ride a bicycle from his hometown of Norman, Okla. to Washington D.C.Peddling a custom built hand crank bicycle, the disabled Gulf War veteran knew he would be among friends when he saw Gainesville",Okla.,35.5003,-97.5006,4544379
"stop at Gainesville’s VFW Post No. 1922,, Baker, almost 40, talked about his plan to ride a bicycle from his hometown of Norman, Okla. to Washington D.C. eddling a custom built hand crank bicycle, the disabled Gulf War veteran knew he would be among friends when he saw Gainesville VFW Post",Washington D.C.,38.8951,-77.0364,4140963
"try it,” he said. He left his Norman home Saturday, March 7 according to www.honorandremember.org.His plan on Monday was to stop for a while in Gainesville before heading on to Sherman where he had decided to spend the night in a camp ground. Baker brought along the things he figured",Gainesville,33.6259,-97.1333,4692746
"simple. He’d like to deliver an Honor and Remember flag to President Barack Obama. Honor and Remember is a nationwide project to bring recognition to American veterans. The organization’s mission is, according to its Web site, “to establish and promote a nationally recognized flag that would fly continuously as a",American,39.76,-98.5,6252001
"mission is, according to its Web site, “to establish and promote a nationally recognized flag that would fly continuously as a visible reminder to all Americans of the lives lost in defense of our national freedoms. All Military lives lost not only in action but also in service, from our",Americans,39.76,-98.5,6252001
"his progress and even quicker to listen to the words of others. He never gets tired of telling strangers why he’s riding a bike to D.C. nd strangers like to talk to him. Most have one main concern — Baker’s safety. “They ask me if I’m all right,” he said.",D.C.,38.9171,-77.0003,4138106
"— Baker’s safety. “They ask me if I’m all right,” he said. Baker is not easy to miss with his trio of flags -- an American flag, a Soldier’s Angels flag and an Honor and Remember flag and his belongings strapped neatly to his bicycle and small bike trailer. It",American,39.76,-98.5,6252001
"cancer -- a result, he said, of Gulf War syndrome, a set of troubling symptoms which include neurological disorders and several types of cancer. The U.S. Defense Department denies the existence of Gulf War syndrome but Baker is certain his time in Iraq, breathing the contaminated air from hundreds of",U.S.,39.76,-98.5,6252001
"neurological disorders and several types of cancer. The U.S. Defense Department denies the existence of Gulf War syndrome but Baker is certain his time in Iraq breathing the contaminated air from hundreds of Saddam Hussein‘s burning oil facilities, caused his cancer. The disease may even be the reason Baker chose",Iraq,33,44,99237
Gulf-war vet to bike from Norman to D.C.. He’s a long way from home. His arms are aching and a warm shower would feel good. But Kevin George Baker can’t,Norman,35.2226,-97.4395,4543762
"Norman, Okla. to Washington D.C.Peddling a custom built hand crank bicycle, the disabled Gulf War veteran knew he would be among friends when he saw Gainesville VFW Post No. 1922 in the distance. “I saw the VFW and I thought, “Thank God,” Baker said. The purpose of his journey is",Gainesville,33.6259,-97.1333,4692746
"left his Norman home Saturday, March 7 according to www.honorandremember.org.His plan on Monday was to stop for a while in Gainesville before heading on to Sherman where he had decided to spend the night in a camp ground. Baker brought along the things he figured he would require during the",Sherman,33.6357,-96.6089,4728328
"stop at Gainesville’s VFW Post No. 1922,, Baker, almost 40, talked about his plan to ride a bicycle from his hometown of Norman, Okla. to Washington D.C.Peddling a custom built hand crank bicycle, the disabled Gulf War veteran knew he would be among friends when he saw Gainesville VFW Post",Washington,38.8951,-77.0364,4140963
"TxDOT puts FM 678 overpass on project list. It could take a few years, but residents of Cooke County are hopeful a new Texas Department of Transportation construction project will help make a dangerous Highway 82 intersection safer. TxDOT reportedly approved a request",Cooke County,33.6334,-97.217,4683066
"of commissioners wrote the resolution and presented it to TxDOT at least two years ago, Hollowell said. “We’ve attended meetings at (TxDOT’s district office) in Wichita Falls where we met with a nonbinding resolution committee. We provided TxDOT with a wish list of projects we would like to see completed. The",Wichita Falls,33.9137,-98.4934,4741752
"often appeal for projects they believe are important. The overpass at 678 was apparently a priority for many, Hollowell said, citing efforts by county commissioners, Cooke County residents and others including Callisburg Independent School District Superintendent Dr. Charles Holloway to get the project started. “The justification for the project are the",Cooke County,33.6334,-97.217,4683066
"are important. The overpass at 678 was apparently a priority for many, Hollowell said, citing efforts by county commissioners, Cooke County residents and others including Callisburg Independent School District Superintendent Dr. Charles Holloway to get the project started. “The justification for the project are the accidents and near-accidents at this",Callisburg,33.6979,-97.0089,4678232
"“The sooner, the better,” he said. The FM 678 and Highway 82 project is one of at least construction projected slated to take place in Cooke County The 678 project is expected to be paid for by surety bond funds. The American Recovery and Reinvestment Act (2009 Stimulus bill) is reportedly",Cooke County,33.6334,-97.217,4683066
"has been real good. We’ve seen a lot of faces that we don’t normally see.” The Davidsons are part of a fairly large number of Gainesville business owners and operators who say they are not only surviving, they are thriving even in a bad economy. Some business owners choose to",Gainesville,33.6259,-97.1333,4692746
"say they are not only surviving, they are thriving even in a bad economy. Some business owners choose to improve the look of their stores. Gainesville s Tom Thumb supermarket, which is owned by the California-based Safeway corporation, recently revamped its store on Grand Avenue. The changes are part of",Gainesville,33.6259,-97.1333,4692746
"even in a bad economy. Some business owners choose to improve the look of their stores. Gainesville’s Tom Thumb supermarket, which is owned by the California based Safeway corporation, recently revamped its store on Grand Avenue. The changes are part of the company’s plan to make shopping a bit easier",California,37.2502,-119.751,5332921
"Tom Thumb store was set up using the company’s lifestyle concept, she noted. “We are in the process of remodeling all of our stores in Texas to have the lifestyles format,” she said. The store is organized in more a customer-friendly way with lots of similar items grouped together. “We",Texas,31.2504,-99.2506,4736286
"be ignored, she said. “I have heard the grocery industry referred to as an essential industry. People have to eat,” Yates said. A handful of Gainesville companies chose to settle in new locations. Curves, a local fitness facility, is set to move to a new office complex on Grand Avenue.",Gainesville,33.6259,-97.1333,4692746
"members) that work out regularly,” she said. She also said the economic picture isn’t perfect, but it isn’t all bleak. “I’m optimistic,” she said. Another Gainesville business set to move to new, larger digs is Landmark Bank. Landmark Bank Chief Executive Officer Basil Bigbie said the company has experienced “steady",Gainesville,33.6259,-97.1333,4692746
"experienced “steady growth in the north central Texas (Texoma) area. ”“Providing our customers with access to new facilities along the Highway 82 corridor east into Gainesville and Lindsay was a natural progression for the bank,” Bigbie said in an e-mail message. He also said the decision to open new facilities",Gainesville,33.6259,-97.1333,4692746
"to new, larger digs is Landmark Bank. Landmark Bank Chief Executive Officer Basil Bigbie said the company has experienced “steady growth in the north central Texas (Texoma) area. ”“Providing our customers with access to new facilities along the Highway 82 corridor east into Gainesville and Lindsay was a natural progression",Texas,31.2504,-99.2506,4736286
"economic events. We’re excited to be moving forward with these two new banking centers and have already received a lot of positive feedback from the Gainesville and Lindsay communities,” Bigbie noted. Local automobile dealerships faced a year when most major auto manufacturers reported huge losses. But a representative for one",Gainesville,33.6259,-97.1333,4692746
"growth in the north central Texas (Texoma) area. ”“Providing our customers with access to new facilities along the Highway 82 corridor east into Gainesville and Lindsay was a natural progression for the bank,” Bigbie said in an e-mail message. He also said the decision to open new facilities in this",Lindsay,33.6359,-97.2228,4706431
"other business owners, the Polks said they encourage residents to shop local businesses. “We encourage folks to do business local. Keeping the money here in Gainesville is very important to the growth of our community,” Trent Polk concluded. Auto dealer James Wood is another businessman who sees the potential in",Gainesville,33.6259,-97.1333,4692746
"We’re excited to be moving forward with these two new banking centers and have already received a lot of positive feedback from the Gainesville and Lindsay communities,” Bigbie noted. Local automobile dealerships faced a year when most major auto manufacturers reported huge losses. But a representative for one Gainesville-area dealership",Lindsay,33.6359,-97.2228,4706431
"other business owners, the Polks said they encourage residents to shop local businesses. “We encourage folks to do business local. Keeping the money here in Gainesville is very important to the growth of our community,” Trent Polk concluded. Auto dealer James Wood is another businessman who sees the potential in",Gainesville,33.6259,-97.1333,4692746
"their friends and relatives,” said owner Glenn Polk. “Not only are we proud of our hard work and the success that we have had in Cooke County but we are proud to be a part of the American auto industry. We are excited to be a part of Ford Motor Company",Cooke County,33.6334,-97.217,4683066
"proud of our hard work and the success that we have had in Cooke County, but we are proud to be a part of the American auto industry. We are excited to be a part of Ford Motor Company and Chrysler,” Polk added. According to Polk’s son, Trent, the company",American,39.76,-98.5,6252001
"sees the potential in Gainesville. Wood recently made a deal to purchase Brown Motor Company. “We’ve been looking to put in a finance lot in Gainesville because it’s such a good trade area,” Wood said in a March 4 Register story. Wood said he believes the dealership will be larger",Gainesville,33.6259,-97.1333,4692746
"has been real good. We’ve seen a lot of faces that we don’t normally see.” The Davidsons are part of a fairly large number of Gainesville business owners and operators who say they are not only surviving, they are thriving even in a bad economy. Some business owners choose to",Gainesville,33.6259,-97.1333,4692746
"has been real good. We’ve seen a lot of faces that we don’t normally see.” The Davidsons are part of a fairly large number of Gainesville business owners and operators who say they are not only surviving, they are thriving even in a bad economy. Some business owners choose to",Gainesville,33.6259,-97.1333,4692746
"has been real good. We’ve seen a lot of faces that we don’t normally see.” The Davidsons are part of a fairly large number of Gainesville business owners and operators who say they are not only surviving, they are thriving even in a bad economy. Some business owners choose to",Gainesville,33.6259,-97.1333,4692746
"Flying Tiger bids Gainesville goodbye. Heading into the sky over Gainesville, the restored P-40 Curtiss Warhawk climbed and turned into the wind after 2-years of restoration to join",Gainesville,33.6259,-97.1333,4692746
Flying Tiger bids Gainesville goodbye. Heading into the sky over Gainesville the restored P-40 Curtiss Warhawk climbed and turned into the wind after 2-years of restoration to join the Commemorative Air Force (CAF) tours in,Gainesville,33.6259,-97.1333,4692746
"Gainesville, the restored P-40 Curtiss Warhawk climbed and turned into the wind after 2-years of restoration to join the Commemorative Air Force (CAF) tours in Texas and Florida. Ray Kinney flew the Warhawk. Kinney, one of the owners of the Circuit Breaker Sales (CBS) Hanger at the airport, flew in",Texas,31.2504,-99.2506,4736286
"restored P-40 Curtiss Warhawk climbed and turned into the wind after 2-years of restoration to join the Commemorative Air Force (CAF) tours in Texas and Florida Ray Kinney flew the Warhawk. Kinney, one of the owners of the Circuit Breaker Sales (CBS) Hanger at the airport, flew in to pick",Florida,28.7505,-82.5001,4155751
"famous in WW II. Kinney said “I’ve been in love with aviation all my life. On Jan. 19, 1967, right after I graduated from North Texas I went straight to the airport and bought some aviation lessons. ”“I was in the Navy flying aircraft after submarines in early Vietnam,” said",Texas,31.2504,-99.2506,4736286
"from North Texas, I went straight to the airport and bought some aviation lessons. ”“I was in the Navy flying aircraft after submarines in early Vietnam ” said Kinney. “For me, this is just about as good as it gets, flying the P-40 Curtiss Warhawk.” said KinneyThe U.S. Air Force",Vietnam,16.1667,107.833,1562822
"Air Force Fact sheet on the craft says the P-40 Curtiss Warhawk served in numerous combat areas during the war, including the Southwest Pacific, the Aleutian Islands the Far East, the Middle East, Italy and some went to Russia. Though other aircraft often outperformed them in speed, maneuverability and rate of",Aleutian Islands,52.0969,-173.501,5879148
"the P-40 Curtiss Warhawk served in numerous combat areas during the war, including the Southwest Pacific, the Aleutian Islands, the Far East, the Middle East, Italy and some went to Russia. Though other aircraft often outperformed them in speed, maneuverability and rate of climb, the P-40 earned a reputation in",Italy,42.8333,12.8333,3175395
"in numerous combat areas during the war, including the Southwest Pacific, the Aleutian Islands, the Far East, the Middle East, Italy and some went to Russia Though other aircraft often outperformed them in speed, maneuverability and rate of climb, the P-40 earned a reputation in battle for extreme ruggedness. According",Russia,60,100,2017370
"after submarines in early Vietnam,” said Kinney. “For me, this is just about as good as it gets, flying the P-40 Curtiss Warhawk.” said KinneyThe U.S. Air Force Fact sheet on the craft says the P-40 Curtiss Warhawk served in numerous combat areas during the war, including the Southwest Pacific,",U.S.,39.76,-98.5,6252001
"often outperformed them in speed, maneuverability and rate of climb, the P-40 earned a reputation in battle for extreme ruggedness. According to historians, before the U.S. entered WW II, many U.S. volunteer pilots flew for China, Canada, Britian and the Soviet Union. A group of them — reads the web",U.S.,39.76,-98.5,6252001
"the P-40 earned a reputation in battle for extreme ruggedness. According to historians, before the U.S. entered WW II, many U.S. volunteer pilots flew for China Canada, Britian and the Soviet Union. A group of them — reads the web site www.flyingtigersavg.com — helped China as the country struggled against",China,35,105,1814991
"P-40 earned a reputation in battle for extreme ruggedness. According to historians, before the U.S. entered WW II, many U.S. volunteer pilots flew for China, Canada Britian and the Soviet Union. A group of them — reads the web site www.flyingtigersavg.com — helped China as the country struggled against Japan",Canada,60,-96,6251999
"earned a reputation in battle for extreme ruggedness. According to historians, before the U.S. entered WW II, many U.S. volunteer pilots flew for China, Canada, Britian and the Soviet Union. A group of them — reads the web site www.flyingtigersavg.com — helped China as the country struggled against Japan and",Britian,54,-4,2635167
"many U.S. volunteer pilots flew for China, Canada, Britian and the Soviet Union. A group of them — reads the web site www.flyingtigersavg.com — helped China as the country struggled against Japan and the American Volunteer Group of the Chinese army became known as the Flying Tigers and flew under",China,35,105,1814991
"China, Canada, Britian and the Soviet Union. A group of them — reads the web site www.flyingtigersavg.com — helped China as the country struggled against Japan and the American Volunteer Group of the Chinese army became known as the Flying Tigers and flew under the command of Gen. Clair Channault.",Japan,36,138,1861060
and the Soviet Union. A group of them — reads the web site www.flyingtigersavg.com — helped China as the country struggled against Japan and the American Volunteer Group of the Chinese army became known as the Flying Tigers and flew under the command of Gen. Clair Channault. Their P-40s were,American,39.76,-98.5,6252001
group of them — reads the web site www.flyingtigersavg.com — helped China as the country struggled against Japan and the American Volunteer Group of the Chinese army became known as the Flying Tigers and flew under the command of Gen. Clair Channault. Their P-40s were painted with the Chinese stars,Chinese,35,105,1814991
"of the Chinese army became known as the Flying Tigers and flew under the command of Gen. Clair Channault. Their P-40s were painted with the Chinese stars on the tops and bottoms of each wing, to identify the plane as a war ally and not an enemy plane. When the",Chinese,35,105,1814991
"identify the plane as a war ally and not an enemy plane. When the Warhawk left the CBS hanger, it was a replication of the Texan Flying Tiger Tex Hill’s plane. His name and war battle scorecard are painted on the left side of the plane. The Flying Tiger logo",Texan,31.2504,-99.2506,4736286
"plane. The Flying Tiger logo and the “Flying Panda’s (one group of the Flying Tigers) are also painted on the plane as well as the Chinese stars . “I had a long, wonderful history with Tex Hill,” said Kinney. “He was as sharp a man as you could ever meet,",Chinese,35,105,1814991
"the primary mechanic and had the responsibility of overseeing the whole restoration of the P-40 Curtiss Warhawk at the CBS Hangar. Machinists Norb Mages of Lindsay and Dennis Lopez of Thackerville, Okla. came to see the plane off. Both worked on the airplane and oversaw projects that involved retrofitting and",Lindsay,33.6359,-97.2228,4706431
the responsibility of overseeing the whole restoration of the P-40 Curtiss Warhawk at the CBS Hangar. Machinists Norb Mages of Lindsay and Dennis Lopez of Thackerville Okla. came to see the plane off. Both worked on the airplane and oversaw projects that involved retrofitting and overhauling. “This has been a,Thackerville,33.7934,-97.1431,4552910
"responsibility of overseeing the whole restoration of the P-40 Curtiss Warhawk at the CBS Hangar. Machinists Norb Mages of Lindsay and Dennis Lopez of Thackerville, Okla. came to see the plane off. Both worked on the airplane and oversaw projects that involved retrofitting and overhauling. “This has been a great",Okla.,35.5003,-97.5006,4544379
"Dog-nappers hit Lindsay area. Jerry Hughes bought his dog in Caddo, Okla. and he called him Okie. Now Hughes —a 72-year old Cooke County resident — is",Lindsay,33.6359,-97.2228,4706431
Dog-nappers hit Lindsay area. Jerry Hughes bought his dog in Caddo Okla. and he called him Okie. Now Hughes —a 72-year old Cooke County resident — is having a hard time understanding why a brazen,Caddo,34.1268,-96.2633,4531896
"Dog-nappers hit Lindsay area. Jerry Hughes bought his dog in Caddo, Okla. and he called him Okie. Now Hughes —a 72-year old Cooke County resident — is having a hard time understanding why a brazen group",Okla.,35.5003,-97.5006,4544379
"Dog-nappers hit Lindsay area. Jerry Hughes bought his dog in Caddo, Okla. and he called him Okie. Now Hughes —a 72-year old Cooke County resident — is having a hard time understanding why a brazen group stopped and picked up the eight month old dog. “I can’t believe",Cooke County,33.6334,-97.217,4683066
"to him. They took him because they wanted him,” he said. Hughes also said he knows there isn’t much anyone can do. “I called the Lindsay Police and I talked to a (Cooke County) deputy that came out, but I don’t think they can do anything,” he said. “I just",Lindsay,33.6359,-97.2228,4706431
"him,” he said. Hughes also said he knows there isn’t much anyone can do. “I called the Lindsay Police and I talked to a ( Cooke County deputy that came out, but I don’t think they can do anything,” he said. “I just had to tell",Cooke County,33.6334,-97.217,4683066
"Rodeo Gainesville looking for queen, princess candidates. Area girls from Cooke, Grayson and Love counties will get the chance to be the first ever queen and",Gainesville,33.6259,-97.1333,4692746
"Rodeo Gainesville looking for queen, princess candidates. Area girls from Cooke Grayson and Love counties will get the chance to be the first ever queen and princess for Rodeo Gainesville. The Gainesville Riding Club will",Cooke,33.6334,-97.217,4683066
"Rodeo Gainesville looking for queen, princess candidates. Area girls from Cooke, Grayson and Love counties will get the chance to be the first ever queen and princess for Rodeo Gainesville. The Gainesville Riding Club will host",Grayson,33.6168,-96.6836,4694710
"Rodeo Gainesville looking for queen, princess candidates. Area girls from Cooke, Grayson and Love counties will get the chance to be the first ever queen and princess for Rodeo Gainesville. The Gainesville Riding Club will host Rodeo Gainesville",Love,33.9501,-97.2336,4541812
"queen, princess candidates. Area girls from Cooke, Grayson and Love counties will get the chance to be the first ever queen and princess for Rodeo Gainesville The Gainesville Riding Club will host Rodeo Gainesville during May 7-9 at the Gainesville Riding Club Arena. Known as rodeo royalty, the queen and",Gainesville,33.6259,-97.1333,4692746
"and Love counties will get the chance to be the first ever queen and princess for Rodeo Gainesville. The Gainesville Riding Club will host Rodeo Gainesville during May 7-9 at the Gainesville Riding Club Arena. Known as rodeo royalty, the queen and princess candidates will be judged on two separate",Gainesville,33.6259,-97.1333,4692746
"chance to be the first ever queen and princess for Rodeo Gainesville. The Gainesville Riding Club will host Rodeo Gainesville during May 7-9 at the Gainesville Riding Club Arena. Known as rodeo royalty, the queen and princess candidates will be judged on two separate divisions: tickets sales and a riding",Gainesville,33.6259,-97.1333,4692746
"short questionnaire to give the judges an idea of each candidate’s personality. The winning queen and princess will get to ride nightly in the Rodeo Gainesville as part of the grand entry, said Lemons. Not only will they be featured nightly, but a special crowning will take place during Friday",Gainesville,33.6259,-97.1333,4692746
"short questionnaire to give the judges an idea of each candidate’s personality. The winning queen and princess will get to ride nightly in the Rodeo Gainesville as part of the grand entry, said Lemons. Not only will they be featured nightly, but a special crowning will take place during Friday",Gainesville,33.6259,-97.1333,4692746
"Friday, April 3. Interested girls can receive an application for queen or princess at Landmark Bank in Gainesville, 1110 E California Street; American Bank in Whitesboro 851 Highway 377 N; or by contacting Lemons at (940) 736-8059. As part of the application process, Lemons said the girls will have to",Whitesboro,33.6562,-96.9069,4741677
"Rodeo Gainesville looking for queen, princess candidates. Area girls from Cooke, Grayson and Love counties will get the chance to be the first ever queen and",Gainesville,33.6259,-97.1333,4692746
"Rodeo Gainesville looking for queen, princess candidates. Area girls from Cooke, Grayson and Love counties will get the chance to be the first ever queen and",Gainesville,33.6259,-97.1333,4692746
"Rodeo Gainesville looking for queen, princess candidates. Area girls from Cooke, Grayson and Love counties will get the chance to be the first ever queen and",Gainesville,33.6259,-97.1333,4692746
"No one injured in Newberry home invasion. A shot fired into the floor during a home invasion robbery in Newberry on Friday night may have been accidental, according to",Newberry,29.6464,-82.6065,4165961
"No one injured in Newberry home invasion. A shot fired into the floor during a home invasion robbery in Newberry on Friday night may have been accidental, according to Alachua County Sheriff’s Office deputies. The incident began at 11:05 p.m. in a home in",Newberry,29.6464,-82.6065,4165961
