place name,tweet text
Chile,Last night's Chile earthquake set free 300 prisoners http://t.co/wJIunezvEH
Chile,RT @CBSThisMorning: New this morning: At least 6 people are dead after the massive M8.2 quake in #Chile
Chile,"Eye Opener: A monster earthquake rocks Chile: Also, Congress demands answers from General Motors on why it too  http://t.co/CdMTCrby3o"
Chile,RT @RT_com: Reports of fires and looting in #Chile's #Iquique after 8.2 quake http://t.co/fNkmj8l4E2
Iquique,RT @RT_com: Reports of fires and looting in #Chile's #Iquique after 8.2 quake http://t.co/fNkmj8l4E2
Iquique,RT @RT_com: Reports of fires and looting in #Chile's #Iquique after 8.2 quake http://t.co/fNkmj8l4E2
Chile,RT @RT_com: Reports of fires and looting in #Chile's #Iquique after 8.2 quake http://t.co/fNkmj8l4E2
Chile,Death toll climbs to six in Chile earthquake. http://t.co/TyJ2dFpMlM
Iquique,RT @GigiGraciette: BREAKING: @nacioncl reports #Chilean govt confirms 300 prisoners believed to have escaped from jail in #Iquique after #e…
Chile,"RateTake: Tsunami warning lifted, six dead in Chile http://t.co/HOJVSPOSfa"
Chile,"RateTake: Tsunami warning lifted, six dead in Chile http://t.co/HOJVSPOSfa"
Chile,“@CBSNews: JUST IN: 2 reported dead in #ChileEarthquake; 300 inmates escape from women's prison”
Chile,Only 5 dead in Chile earthquake. Too bad.
Chile,"Chile's magnitude 8.2 earthquake kills 5, causes small tsunami; Hawaii evaluating risk http://t.co/ee9mvzPfjV"
Hawaii,"Chile's magnitude 8.2 earthquake kills 5, causes small tsunami; Hawaii evaluating risk http://t.co/ee9mvzPfjV"
Chile,RT @SantiagoTimes: 6 deaths officially reported now from last night's #earthquake in northern #Chile
Santiago,"Powerful earthquake kills 6 in Chile: Santiago, Apr 2 (EFE).- A magnitude-8.2 earthquake hit northern Chile, killing six people, offi "
Chile,"Powerful earthquake kills 6 in Chile: Santiago, Apr 2 (EFE).- A magnitude-8.2 earthquake hit northern Chile, killing six people, offi "
Chile,"Powerful earthquake kills 6 in Chile: Santiago, Apr 2 (EFE).- A magnitude-8.2 earthquake hit northern Chile, killing six people, offi "
Iquique,Chile awakens to see 90% of damages post massive earthquake of last night are concentrated in far-north cities of Iquique and Antofagasta. .
Antofagasta,Chile awakens to see 90% of damages post massive earthquake of last night are concentrated in far-north cities of Iquique and Antofagasta. .
Chile,Chile awakens to see 90% of damages post massive earthquake of last night are concentrated in far-north cities of Iquique and Antofagasta. .
Chile,"8.2 earthquake hits Chile, killing 5 and displacing 80,000  http://t.co/johQMG8lor"
Chile,"8.2 earthquake hits Chile, killing 5 and displacing 80,000  http://t.co/johQMG8lor"
Peru,#Peru's Civil Defence says nine people were injured there as a result of last night's #ChileEarthquake - which also affected Peru &amp; #Bolivia
Chile,#Peru's Civil Defence says nine people were injured there as a result of last night's #ChileEarthquake - which also affected Peru &amp; #Bolivia
Chile,5 deaths have been confirmed in 8.2 magnitude earthquake that hit Chile. #TwitterNewsChat
Chile,"Chile earthquake, tsunami lead to evacuations, kill 6 - World - CBC News http://t.co/HcpWE2WeFt"
Chile,"Chile earthquake, tsunami lead to evacuations, kill 6 - World - CBC News http://t.co/HcpWE2WeFt"
Chile,Mashable :  Six people are dead following the 8.2-magnitude earthquake that struck off the coast of Chile on Tuesday. Chile�??s Interio...
Chile,Video Of Sirens Sounding During Chile Earthquake http://t.co/tFWrfB7S04
Chile,"How much will the Chile quake cost?: Earthquake damage in Chile could cost the country billions of dollars, a   http://t.co/ScoHvqqmHe"
Chile,"How much will the Chile quake cost?: Earthquake damage in Chile could cost the country billions of dollars, a   http://t.co/ScoHvqqmHe"
Chile,Powerful earthquake kills 6 in Chile http://t.co/PA0Rrdb4ax
Chile,"RT @CBCAlerts: At least 5 dead, thousands forced from homes after yesterday's quake off northern coast of #Chile. http://t.co/WD2OM7FGJ4"
Chile,"RT @CBCAlerts: At least 5 dead, thousands forced from homes after yesterday's quake off northern coast of #Chile. http://t.co/WD2OM7FGJ4"
Chile,Troops keep order in northern Chile after quake kills 6 - USA TODAY http://t.co/gsIgDtgji2
Chile,"Earthquake in Chile, is worried. I hope that the damage does not increase."
Chile,RT @AJELive: Authorities in #Chile say two people are confirmed dead and three injured in 8.2 magnitude earthquake in country's north [Reut…
Chile,RT @AJELive: Authorities in #Chile say two people are confirmed dead and three injured in 8.2 magnitude earthquake in country's north [Reut…
Chile,RT @ABC: UPDATE: A sixth person has died following the earthquake off of Chile's coast http://t.co/DFQ9Hd1i6W
Chile,#ChileEarthquakeAndTsunami 8.2 magnitude and 2m waves killing 6 people http://t.co/hfOQnyC2Gr
Chile,"RT @RT_com: WRAP-UP: Tsunami hits #Chile following 8.2 earthquake, 5 dead, 80k displaced, damage, fires, aftershocks reported http://t.co/f…"
Chile,"RT @RT_com: WRAP-UP: Tsunami hits #Chile following 8.2 earthquake, 5 dead, 80k displaced, damage, fires, aftershocks reported http://t.co/f…"
Chile,"RT @RT_com: WRAP-UP: Tsunami hits #Chile following 8.2 earthquake, 5 dead, 80k displaced, damage, fires, aftershocks reported http://t.co/f…"
Chile,RT @paulawyd2013: 6 people lost their lives after the 8.2 earthquake in Chile #PrayForChile
Latin America,DTN Latin America: Six Dead as Magnitude 8.2 Earthquake Hits Northern Chile: Chilean President Michelle Bachel  http://t.co/yCrkPspjaG
Chile,"(#FlakoprettyX7) Chile assesses damage after massive quake, tsunami: By Anthony Esposito and   http://t.co/IklJIqAlQa (#FlakoprettyX7)"
Chile,"RT @BreakingNews: 2 dead, 3 seriously injured after massive earthquake strikes off coast of Chile, authorities confirm - @Reuters http://t.…"
Chile,"RT @BreakingNews: 2 dead, 3 seriously injured after massive earthquake strikes off coast of Chile, authorities confirm - @Reuters http://t.…"
Chile,6 Killed in Earthquake off Northern Chile: The magnitude 8.2 earthquake set off a tsunami and forced an evacua  http://t.co/NIKpeDeRbR
Chile,6 Killed in Earthquake off Northern Chile: The magnitude 8.2 earthquake set off a tsunami and forced an evacua  http://t.co/NIKpeDeRbR
Chile,Chile's quake toll could have been much worse. Here's why it wasn't http://t.co/Cv52yV9rLg
Chile,"RT @brigoldenn: 8.2 magnitude earthquake, 6 ft tsunami, and 6 dead #PrayForChile"
Chile,"RT @brigoldenn: 8.2 magnitude earthquake, 6 ft tsunami, and 6 dead #PrayForChile"
Chile,We detected both ground shaking and passage of a tiny tsunami from the #Chile #earthquake. Charts included here: http://t.co/VrrSlW9qSS
Chile,RT @ABC: 6 dead following major magnitude 8.2 earthquake off Chile; damage being assessed as daybreak comes: http://t.co/a3guGL5TmL
Chile,RT @ABC: 6 dead following major magnitude 8.2 earthquake off Chile; damage being assessed as daybreak comes: http://t.co/a3guGL5TmL
Iquique,"Locals inspect a boat washed ashore by a small tsunami in the northern town of Iquique, Chile, after:  Locals   http://t.co/Ftkmn6fH0l"
Chile,RT @latimes: Observed tsunami heights reached nearly 7 feet in the Chilean port city of Iquique in the wake of #ChileEarthquake: http://t.c…
Iquique,RT @latimes: Observed tsunami heights reached nearly 7 feet in the Chilean port city of Iquique in the wake of #ChileEarthquake: http://t.c…
Chile,RT @FoxNews: UPDATE: Chile's interior minister says death toll has risen to 5 after powerful magnitude-8.2 earthquake http://t.co/9LDhdWzAjI
Chile,Chile earthquake death toll rises to 6 - CNN http://t.co/wuBrnPAslS
Chile,6 Dead Following Massive Earthquake in Chile http://t.co/8E4lK7EH1Z
Chile,RT @BBCWorld: At least five dead in Chile earthquake as tsunami alert prompts coastal evacuation http://t.co/OSJmgkWM1u
Chile,RT @NBCNews: Update: Two dead in Chile following quake; tsunami warning remains in effect http://t.co/FqY9PFBu2L
Pacific ocean,RT @DailyMirror: Incredible video shows tsunami as it spreads across Pacific ocean following Chile earthquake http://t.co/F1sxMQTJnw http:/�??
Chile,"RT @WorldVisionLAC: Earthquake off Chile's coast: 6 deaths, a tsunami, and 300 prisoners escaping Iquique's prison @WorldVisionNews @WorldV…"
Chile,"RT @WorldVisionLAC: Earthquake off Chile's coast: 6 deaths, a tsunami, and 300 prisoners escaping Iquique's prison @WorldVisionNews @WorldV…"
Chile,RT @NewsBreaker: RAW VIDEO: Amateur video from Chile shows a chaotic situation when an earthquake struck http://t.co/xEVMj1WXHc - @AP
Chile,"Chile earthquake: How loss of life, damage was minimized http://t.co/dP1wIe4oGG"
Chile,"RT @PzFeed: ALERT: Chilean government hunt 300 prisoners who have escaped from jail in Iquique, Chile after massive earthquake."
Iquique,"RT @PzFeed: ALERT: Chilean government hunt 300 prisoners who have escaped from jail in Iquique, Chile after massive earthquake."
Chile,"Chile Earthquake: 5 Dead, Several Seriously Injured http://t.co/9v1Xr25bNg"
Chile,"Chile Earthquake: 5 Dead, Several Seriously Injured http://t.co/9v1Xr25bNg"
Chile,"Powerful Earthquake Hits Off Chile, Triggers Tsunami - Disaster Declared After Chile Quake - 2 April  http://t.co/gh6EZ6GVPw"
Chile,"Powerful Earthquake Hits Off Chile, Triggers Tsunami - Disaster Declared After Chile Quake - 2 April  http://t.co/gh6EZ6GVPw"
Chile,"How Chile has managed to minimize earthquake casualties, damage http://t.co/VS5QCN6YyP"
Chile,"How Chile has managed to minimize earthquake casualties, damage http://t.co/VS5QCN6YyP"
Iquique,RT @Garreton: Bachelet ordered his minister of economy to meet with inshore fishers in Iquique whose boats sunk or were put on land by 2.5M…
Iquique,RT @Garreton: Bachelet ordered his minister of economy to meet with inshore fishers in Iquique whose boats sunk or were put on land by 2.5M…
Chile,RT @PIA_INCA: REALLY?!!! While the world says #PrayForChile in Argentina are tweeting  #MuerteAChilenos (kill Chileans) that's crazy!!!
Chile,"RT @northemmosphere: #PrayForChile guys. They're hit by a very strong earthquake yesterday. So far, 6 people are dead."
Japan,RT @weatherchannel: Small #tsunami (0.3 to 1.3 feet) reported at 9 locations in Japan in past hour from Chile quake. Advisory continues. ht…
Chile,Check out this crack in the road from the #ChileEarthquake yesterday. #Tsunami MT @migpriego Mientras tanto en #Chile http://t.co/eEX3kJK2Xm
Chile,ESO Telescopes Escape Damage From Chile Earthquake http://t.co/B44PJFJWGN #Always #Current #yycwalks
Chile,RT [http://t.co/4yb7mjubCE] #VIDEO. Account of what happened by the 8.3 earthquake in Chile
Chile,Huge Aftershock Earthquake Strikes Chile http://t.co/y7bqTO30S5
Chile,SEE IT: Diners panic as magnitude-8.2 earthquake rocks Chile http://t.co/gLim7td4xM
Iquique,RT @GigiGraciette: 6.3 #earthquake - aftershock off coast of #Chile. Shallow; felt strongly. Reports electricity out in #Iquique http://t.c�??
Japan,#newsofindia Tsunami waves hit Japan after Chile quake - Daily News & Analysis: Irish Independen  http://t.co/T46nDwJdwz .. check out!
Japan,#newsofindia Tsunami waves hit Japan after Chile quake - Daily News & Analysis: Irish Independen  http://t.co/T46nDwJdwz .. check out!
Chile,"RT @CBSEveningNews: Massive Chile earthquake leaves remarkably little damage, @vicentecbs reports: http://t.co/fjCOQKGA0b"
Chile,One of the main concerns now is what will happen with the several thousand buildings that were already damaged by the last earthquake #Chile
Chile,RT @GigiGraciette: 137 of 293 female inmates who escaped from prison during #ChileEarthquake are back behind bars. Officials say most retur…
Chile,"Second large quake strikes Chile: A 7.6 earthquake rocks northern Chile, a day after an 8.2 tremor killed six   http://t.co/JIaVNg6cGT"
Chile,"Second large quake strikes Chile: A 7.6 earthquake rocks northern Chile, a day after an 8.2 tremor killed six   http://t.co/JIaVNg6cGT"
Chile,"Powerful aftershock hits Chile, sparking renewed tsunami alert: IQUIQUE, Chile — A powerful 7.8-magnitude afte  http://t.co/xfldIHBzTz"
IQUIQUE,"Powerful aftershock hits Chile, sparking renewed tsunami alert: IQUIQUE, Chile — A powerful 7.8-magnitude afte  http://t.co/xfldIHBzTz"
Chile,"Powerful aftershock hits Chile, sparking renewed tsunami alert: IQUIQUE, Chile — A powerful 7.8-magnitude afte  http://t.co/xfldIHBzTz"
IQUIQUE,"Powerful aftershock hits Chile, sparking renewed tsunami alert: IQUIQUE, Chile — A powerful 7.8-magnitude afte  http://t.co/xfldIHBzTz"
Chile,"#AUS  #NEWS » http://t.co/mokpAwPCR4 # #HOT #NEWS 980 #Chile #earthquake #Chile #earthquake: #five #dead, #tsunami hits #northern #coast #m…"
Chile,"#AUS  #NEWS » http://t.co/mokpAwPCR4 # #HOT #NEWS 980 #Chile #earthquake #Chile #earthquake: #five #dead, #tsunami hits #northern #coast #m…"
Chile,@tennewsqld Another powerful earthquake in Chile sends ppl reeling. man wins lotto. but says he wans to give to charity and travel
Chile,"Massive 7.8 earthquake (aftershock of yesterdays 8.2 quake) just hit 40km from Iquique, Chile. Damage and inju  http://t.co/YrcCVz8H3T"
Iquique,"Massive 7.8 earthquake (aftershock of yesterdays 8.2 quake) just hit 40km from Iquique, Chile. Damage and inju  http://t.co/YrcCVz8H3T"
Chile,RT @RT_America: BREAKING: 7.4 aftershock hits same area of northern #Chile day after 8.2 quake http://t.co/BWoGknFaWG http://t.co/kql4kpp6v8
Syria,"See @EU_echo #updates on 2nd #Chile #earthquake, the #Ebola outbreak and humanitarian access in #Syria: http://t.co/WwkQkMUwXX”"
Chile,7.6 and 6.4 aftershocks hit same area of northern #Chile as Tuesday's 8.2 quake http://t.co/86xEi08lE6 #news #politics #IntelMM #OSINT
Japan,"#singaporeupdate Minor tsunami hits Japan after Chile quake - April 03, 2014 6:09 PM[TOKYO] Small tsunami waves hi  http://t.co/mIHTeQAKjq"
Chile,"Chile Hit By Powerful Quake Aftershock, No Major Damage: A powerful 7.6-magnitude earthquake struck off northe  http://t.co/w6XOiSoB6H"
Chile,Terremoto en Chile: El conmovedor rescate de un perro que conmueve a las redes sociales http://t.co/QGKnZigH2i v??a @Guioteca
Chile,Terremoto en Chile: El conmovedor rescate de un perro que conmueve a las redes sociales http://t.co/QGKnZigH2i v??a @Guioteca
Chile,RT @RT_com: PHOTO: #Chile earthquake cracked roads; damage reported throughout country's north http://t.co/T4ojvmV4qr http://t.co/EkxNl3nxo6
Chile,RT @RT_com: PHOTO: #Chile earthquake cracked roads; damage reported throughout country's north http://t.co/T4ojvmV4qr http://t.co/EkxNl3nxo6
Chile,"¦ 252 ¦ Chile Earthquake: 8.2-Magnitude Quake Sparks Fires, Kills Six Tsunami   ¦ A powerful  http://t.co/M41Q3MGvRx via @heyyouapp"
Chile,"¦ 252 ¦ Chile Earthquake: 8.2-Magnitude Quake Sparks Fires, Kills Six Tsunami   ¦ A powerful  http://t.co/M41Q3MGvRx via @heyyouapp"
Chile,"RT @janinebucks: #USA http://t.co/0i56UZKI7S #  #Powerful 8.2-magnitude #earthquake #off #Chile #kills #at #least 5, #forces #evacuations  …"
Chile,"RT @janinebucks: #USA http://t.co/0i56UZKI7S #  #Powerful 8.2-magnitude #earthquake #off #Chile #kills #at #least 5, #forces #evacuations  …"
Chile,RT @HuffingtonPost: These images that capture destruction left behind after Chile's powerful earthquake http://t.co/HnJ502tbRL
Chile,Few casualties in Chile after 8.2 magnitude earthquake. Why? Protection & preparation key. http://t.co/YmDJ9ruYSi #A2Geog
Northern Chile,My NBC News report from Northern Chile - Earthquake Damages Chilean Infrastructure  http://t.co/Fd0i5o0G2g
Chilean,My NBC News report from Northern Chile - Earthquake Damages Chilean Infrastructure  http://t.co/Fd0i5o0G2g
Chile,Earthquake Rumbles Chile With A Magnitude of 6.8 http://t.co/gC3Vve2n2h #68 #Chile #Earthquake #Magnitude #News
Iquique,"Due to the #earthquake in Tarapaca region of #Chile & aftershocks, infrastructure at #Iquique port running at 50%. http://t.co/QKds01jSAZ"
Tarapaca,"Due to the #earthquake in Tarapaca region of #Chile & aftershocks, infrastructure at #Iquique port running at 50%. http://t.co/QKds01jSAZ"
Chile,"High waves, blackouts, highway damage, follow 8.2 Chile earthquake http://t.co/pqMpGAnPWa"
Chile,"High waves, blackouts, highway damage, follow 8.2 Chile earthquake http://t.co/pqMpGAnPWa"
Chile,Five dead as earthquake hits Chile http://t.co/lPw5kqPo96
India,"#Indian #India 39 Dead, 33 Lakh Affected as Floods Wreak Havoc Across Odisha: Heavy floods in... http://t.co/78VEVYbXNZ #SuryaRay @SuryaRay"
Odisha,"#Indian #India 39 Dead, 33 Lakh Affected as Floods Wreak Havoc Across Odisha: Heavy floods in... http://t.co/78VEVYbXNZ #SuryaRay @SuryaRay"
Odisha,"#Indian #India 39 Dead, 33 Lakh Affected as Floods Wreak Havoc Across Odisha: Heavy floods in... http://t.co/78VEVYbXNZ #SuryaRay @SuryaRay"
India,"#Indian #India 39 Dead, 33 Lakh Affected as Floods Wreak Havoc Across Odisha: Heavy floods in... http://t.co/78VEVYbXNZ #SuryaRay @SuryaRay"
Odisha,"RT @NewIndianXpress: #Odisha #Flood Toll Mounts to 45, Water Level Goes Down - http://t.co/KDqUL1Offi"
Odisha,"#OdishaFloods: #Paddy crops in nearly 85,076 ha in #Balasore district #submerged in #flood water. @NewIndianXpress"
Balasore district,"#OdishaFloods: #Paddy crops in nearly 85,076 ha in #Balasore district #submerged in #flood water. @NewIndianXpress"
Odisha,"#SuryaRay @Akansha_Gautam 39 Dead, 33 Lakh Affected as Floods Wreak Havoc Across Odisha http://t.co/ZXS3Sfmcg2 #India #Indian @SuryaRay"
Odisha,"#SuryaRay @Akansha_Gautam 39 Dead, 33 Lakh Affected as Floods Wreak Havoc Across Odisha http://t.co/ZXS3Sfmcg2 #India #Indian @SuryaRay"
Odisha,"Odisha, India: Flooding threatens cattle and other animals http://t.co/HMRObSdXNM"
India,"Odisha, India: Flooding threatens cattle and other animals http://t.co/HMRObSdXNM"
Gya Ladakh,Flash Flood in Gya Ladakh causes wide destruction https://t.co/m61dApH1PB @PrakashJavdekar @BJPRajnathSingh @PMOIndia http://t.co/1gAZLS3wwm
Odisha,"India: 39 Dead, 3.3 Million Affected as Floods Wreak Havoc Across Odisha: For more Latest and Breaking News He... http://t.co/4cNY80gN74"
India,"India: 39 Dead, 3.3 Million Affected as Floods Wreak Havoc Across Odisha: For more Latest and Breaking News He... http://t.co/4cNY80gN74"
india,Odisha flood: 45 killed; 33 lakh people affected; water levels start reducing http://t.co/UDR0S9W0Er #india
Odisha,Odisha flood: 45 killed; 33 lakh people affected; water levels start reducing http://t.co/UDR0S9W0Er #india
Odisha,"Floods claim 45 lives in Odisha, 4.8 L people affected http://t.co/sRMVq7MA88 #india"
India,"Flooding in eastern India has killed 45 people and displaced more than 300,000 in the past week, a senior official said Monday (Aug 11), ..."
India,"Flooding in eastern India has killed 45 people and displaced more than 300,000 in the past week, a senior official said Monday (Aug 11), ..."
India,[StarOnlineRegional] Floods kill 45 in eastern India: NEW DELHI: Flooding in eastern India has killed 45 peopl... http://t.co/zuAlfDXjnQ
India,Bangkok Post : Floods kill 45 in eastern India: NEW DELHI - Flooding in eastern India has killed 45 people and... http://t.co/JsRmI1oDe9
NEW DELHI,Bangkok Post : Floods kill 45 in eastern India: NEW DELHI - Flooding in eastern India has killed 45 people and... http://t.co/JsRmI1oDe9
India,Bangkok Post : Floods kill 45 in eastern India: NEW DELHI - Flooding in eastern India has killed 45 people and... http://t.co/JsRmI1oDe9
India,"RT @laRossa05: Flooding in eastern India kills 45 people and displaces more than 300,000  http://t.co/GXGHdFLeSe http://t.co/JCITCuftOW"
India,News Update: Floods kill 45 in eastern India: NEW DELHI - Flooding in eastern India has killed 45... http://t.co/AnNUzuWqFK /BangkokPost
India,News Update: Floods kill 45 in eastern India: NEW DELHI - Flooding in eastern India has killed 45... http://t.co/AnNUzuWqFK /BangkokPost
Odisha,"Over 33,58,351 affected in recent floods in Odisha with the death toll reaching 45 @NewIndianXpress"
Odisha,"Over 33,58,351 affected in recent floods in Odisha with the death toll reaching 45 @NewIndianXpress"
india,"RT @nitabhalla: East India floods kill 45, leave 300,000 villagers marooned http://t.co/3fcl00oVhf via @TR_Foundation #odisha #india #monso…"
odisha,"RT @nitabhalla: East India floods kill 45, leave 300,000 villagers marooned http://t.co/3fcl00oVhf via @TR_Foundation #odisha #india #monso…"
East India,"RT @nitabhalla: East India floods kill 45, leave 300,000 villagers marooned http://t.co/3fcl00oVhf via @TR_Foundation #odisha #india #monso…"
East India,"RT @nitabhalla: East India floods kill 45, leave 300,000 villagers marooned http://t.co/3fcl00oVhf via @TR_Foundation #odisha #india #monso…"
India,"Floods claim 45 lives in #Odisha, 4.8 L people affected #IndiaFloods http://t.co/D3vl0Ngubq"
India,Floods claim 45 lives in India: NEW DELHI: Flooding in eastern India has killed 45 people and displaced more than... http://t.co/4FXdipZ0vK
India,Floods claim 45 lives in India: NEW DELHI: Flooding in eastern India has killed 45 people and displaced more than... http://t.co/4FXdipZ0vK
NEW DELHI,Floods claim 45 lives in India: NEW DELHI: Flooding in eastern India has killed 45 people and displaced more than... http://t.co/4FXdipZ0vK
NEW DELHI,Floods claim 45 lives in India: NEW DELHI: Flooding in eastern India has killed 45 people and displaced more than... http://t.co/4FXdipZ0vK
Rishikesh,"Flood in Rishikesh, India claims 5 lives http://t.co/MKGDhjcjRs"
India,"Flood in Rishikesh, India claims 5 lives http://t.co/MKGDhjcjRs"
India,Floods claim 45 lives in India: NEW DELHI: Flooding in eastern India has killed 45 people… http://t.co/E71jdNCAOJ
India,Floods claim 45 lives in India: NEW DELHI: Flooding in eastern India has killed 45 people… http://t.co/E71jdNCAOJ
Odisha,"#flood #disaster Odisha floods kill 45, leave 300000 villagers marooned - Reuters India: Reuters IndiaOdisha f... http://t.co/aRLK9ClqQS"
India,"#flood #disaster Odisha floods kill 45, leave 300000 villagers marooned - Reuters India: Reuters IndiaOdisha f... http://t.co/aRLK9ClqQS"
Odisha,"#flood #disaster Odisha floods kill 45, leave 300000 villagers marooned - Reuters India: Reuters IndiaOdisha f... http://t.co/aRLK9ClqQS"
India,"#flood #disaster Odisha floods kill 45, leave 300000 villagers marooned - Reuters India: Reuters IndiaOdisha f... http://t.co/aRLK9ClqQS"
Odisha,"#flood #disaster Odisha floods kill 45, leave 300000 villagers marooned - Reuters India: Reuters IndiaOdisha f... http://t.co/aRLK9ClqQS"
India,"#flood #disaster Odisha floods kill 45, leave 300000 villagers marooned - Reuters India: Reuters IndiaOdisha f... http://t.co/aRLK9ClqQS"
Odisha,"#flood #disaster Odisha floods kill 45, leave 300000 villagers marooned - Reuters India: Reuters IndiaOdisha f... http://t.co/aRLK9ClqQS"
Odisha,"Odisha floods: 294 villages still marooned: Bhubaneswar, Aug 12:  More than 3.3 million people in 294 v... http://t.co/aZNDNq2VKI #india"
Odisha,RT @GlobalFloodNews: #flood #disaster Odisha Floods: 294 Villages Still Marooned - The New Indian Express: IBNLiveOdisha Floods: 29... http…
Odisha,"Odisha floods kill 45, leave 300000 villagers marooned – Reuters India: By Jatindra Dash Tue A... http://t.co/iadGYXNcwf #Charity #India"
Odisha,"Odisha floods kill 45, leave 300000 villagers marooned – Reuters India: By Jatindra Dash Tue A... http://t.co/iadGYXNcwf #Charity #India"
Hirakud,#MP #India Odisha flood: Situation in Hirakud improves; over 2 lakh still marooned via Odisha Sun Times http://t.co/xbc0GqN2PY
Odisha,#MP #India Odisha flood: Situation in Hirakud improves; over 2 lakh still marooned via Odisha Sun Times http://t.co/xbc0GqN2PY
India,#MP #India Odisha flood: Situation in Hirakud improves; over 2 lakh still marooned via Odisha Sun Times http://t.co/xbc0GqN2PY
Assam,RT @indiatvnews: Assam flood situation critical http://t.co/7wtvG8uNIM #IndiaTV http://t.co/aTtYIEczFJ
Uttar Pradesh,"#Monsoon floods hit Uttar Pradesh, 200 villages under water #India http://t.co/MzfOwFkmAp"
India,"#Monsoon floods hit Uttar Pradesh, 200 villages under water #India http://t.co/MzfOwFkmAp"
North India,"#flood #disaster Monsoon Floods Hit North India, 28 Dead, Thousands Displaced - Voice of America: Voice of Ame... http://t.co/akf4C1Hlfz"
North India,"#flood #disaster Monsoon Floods Hit North India, 28 Dead, Thousands Displaced - Voice of America: Voice of Ame... http://t.co/akf4C1Hlfz"
india,"RT @Outlookindia: UP Flood Toll at 28; More Than 1,000 Villages Hit | http://t.co/TELPbjGMGw | Outlook Wires"
North India,"#flood #disaster Monsoon Floods Hit North India, 28 Dead, Thousands Displaced: Floods triggered by heavy rains... http://t.co/4KY0WPpaoU"
North India,"#flood #disaster Monsoon Floods Hit North India, 28 Dead, Thousands Displaced: Floods triggered by heavy rains... http://t.co/4KY0WPpaoU"
Nepal,"#F4F #RT #news #85 killed, 139 missing in Nepal landslide, floods - Times of India http://t.co/Q6ChAuHbKZ"
Nepal,"#F4F #RT #news #85 killed, 139 missing in Nepal landslide, floods - Times of India http://t.co/Q6ChAuHbKZ"
India,Floods submerge cane fields in North India: Reuters: Heavy monsoon rains in India have caused flooding ... http://t.co/xxU3WoUReT #green
North India,Floods submerge cane fields in North India: Reuters: Heavy monsoon rains in India have caused flooding ... http://t.co/xxU3WoUReT #green
India,Floods submerge cane fields in North India: Reuters: Heavy monsoon rains in India have caused flooding ... http://t.co/xxU3WoUReT #green
Nepal,Over 100 dead in Nepal and India floods - Sky News Australia http://t.co/mPBlCboK9N
India,Over 100 dead in Nepal and India floods - Sky News Australia http://t.co/mPBlCboK9N
India,RT @no2persecution: Flood death toll mounts in India and Nepal  http://t.co/y8uxUNJdb4 via @AjEnglish
India,Chaos all over the world!!! ....... Flood death toll mounts in India and Nepal http://t.co/IrFbRzmkYk
Nepal,Chaos all over the world!!! ....... Flood death toll mounts in India and Nepal http://t.co/IrFbRzmkYk
Nepal,"RT  Nepal flood-landslide kills 62, India announces Rs 3 crore relief assistance - Economic Times"
Nepal,"Nepal flood-landslide kills 62, India announces Rs 3 crore relief assistance – Economic Times #World http://t.co/6GT4O3jzzp"
Nepal,Flood death toll mounts in India and Nepal http://t.co/5YhIdS2NiZ #Aljazeera
India,Flood death toll mounts in India and Nepal http://t.co/5YhIdS2NiZ #Aljazeera
India,"Natural Hazard – Severe Flood Event: Uttar Pradesh Region, India: Natural Hazard – Severe Flood Event Asia –  ... http://t.co/TqPQrbkNuh"
Uttar Pradesh Region,"Natural Hazard – Severe Flood Event: Uttar Pradesh Region, India: Natural Hazard – Severe Flood Event Asia –  ... http://t.co/TqPQrbkNuh"
North India,RT @EI_Climate: #climate Floods submerge cane fields in North India: Reuters http://t.co/WavbLpX6xl Heavy monsoon rains in India have cause…
India,RT @EI_Climate: #climate Floods submerge cane fields in North India: Reuters http://t.co/WavbLpX6xl Heavy monsoon rains in India have cause…
Nepal,"RT @infonaija: Landslides, Flooding Kill 109 In Nepal, Northern India - The death toll from landslides and flooding triggered by ... http:/…"
Nepal,"Landslides, Flooding Kill 109 In Nepal, Northern India: The death toll from landslides and flooding t... http://t.co/NeUzbtiBiv #Nigeria"
Northern India,"Landslides, Flooding Kill 109 In Nepal, Northern India: The death toll from landslides and flooding t... http://t.co/NeUzbtiBiv #Nigeria"
Nepal,"Landslides, Flooding Kill 109 In Nepal, Northern India: The death toll from landslides and flooding t... http://t.co/NeUzbtiBiv #Nigeria"
Northern India,"Landslides, Flooding Kill 109 In Nepal, Northern India: The death toll from landslides and flooding t... http://t.co/NeUzbtiBiv #Nigeria"
Nepal,"{INFORMATIONNIGERIA} Landslides, Flooding Kill 109 In Nepal, Northern India: The death toll from landslides an... http://t.co/WHWG4S3fI1"
Northern India,"{INFORMATIONNIGERIA} Landslides, Flooding Kill 109 In Nepal, Northern India: The death toll from landslides an... http://t.co/WHWG4S3fI1"
India UP,"#India UP floods kill 28, Centre calls it 'unprecedented'  http://t.co/nQkjUuvSC4"
Rapti,"UP floods: Rapti water level touches new high; 28 killed, 17,000 ... - http://t.co/P5sR7wA9l8 #NewsInTweetsIndia"
India,"UP floods: Rapti water level touches new high; 28 killed, 17,000 ... - http://t.co/P5sR7wA9l8 #NewsInTweetsIndia"
